genome clade
G000156275 3
G000007085 3
G001508735 3
G000252705 3
G000701905 3
G900115135 3
G900107125 3
G000185505 3
G900107405 3
G001509345 3
G900142005 3
G000312505 3
G001299475 3
G000432975 3
G001940895 3
G000434195 3
G001512485 3
G001512425 3
G001797195 3
G001603035 3
G000436415 3
G000875945 3
G000147695 3
G000806225 3
G000297115 3
G001440545 3
G000430995 3
G900129265 3
G000252745 3
G000426305 3
G001602975 3
G900103005 3
G000423525 3
G000163895 3
G000196455 3
G000597865 3
G000699585 3
G900142235 3
G900095615 3
G000751555 3
G001940565 3
G900095305 3
G000620125 3
G000758845 3
G900120165 3
G000800295 3
G001916175 3
G000435175 3
G001513105 3
G000331995 3
G001725215 3
G900142265 3
G001282685 3
G001311925 3
G000154305 3
G000432215 3
G000435775 3
G000332875 3
G000431135 3
G000431515 3
G000252685 3
G000686705 3
G000145275 3
G001604025 3
G000488855 3
G000018325 3
G000016985 3
G001748365 3
G001897605 3
G900142285 3
G900142245 3
G001282725 3
G001693775 3
G001282665 3
G000511955 3
G000299355 3
G001190785 3
G000387765 3
G000221565 3
G001299455 3
G000010185 3
G001407835 3
G000621505 3
G000350485 3
G000022065 3
G000745845 3
G001262605 3
G001604185 3
G001604165 3
G000688035 3
G000398925 3
G001916635 3
G000435995 3
G000433115 3
G001797275 3
G000953215 3
G000178115 3
G000432875 3
G000436155 3
G002007305 3
G002007375 3
G002007295 3
G000171335 3
G000432475 3
G001461035 3
G900142955 3
G000621985 3
G900141895 3
G001604195 3
G900112085 3
G000252665 3
G001403615 3
G000820705 3
G900142075 3
G000816675 3
G000732635 3
G000744935 3
G001513255 3
G900101495 3
G000621485 3
G001042715 3
G900111615 3
G001562415 3
G001750685 3
G000146855 3
G000238095 3
G000156055 3
G000761095 3
G001316435 3
G000478985 3
G000146345 3
G000245755 3
G000423145 3
G900120375 3
G000173355 3
G000311745 3
G000526495 3
G000179595 3
G000237085 3
G001512505 3
G900099715 3
G001643385 3
G900130065 3
G000432075 3
G000437375 3
G000154245 3
G000432315 3
G900112775 3
G900111595 3
G000018685 3
G000432755 3
G001414325 3
G000242235 3
G900101295 3
G000431895 3
G000435595 3
G000252725 3
G000703125 3
G000753355 3
G001403635 3
G000469625 3
G000612845 3
G000285575 3
G000447315 3
G000300195 3
G900155555 3
G000525775 3
G000435715 3
G000435615 3
G000758905 3
G000381525 3
G000431415 3
G000439105 3
G000154445 3
G000227315 3
G000378725 3
G000308255 3
G000312325 3
G000156575 3
G000175795 3
G000421965 3
G000015865 3
G000521465 3
G000621765 3
G900107185 3
G000701665 3
G001305135 3
G000436275 3
G000431075 3
G000421005 3
G001915895 3
G000433515 3
G001916755 3
G001513385 3
G001513365 3
G001481375 3
G000702245 3
G000687655 3
G000703065 3
G000436635 3
G001916305 3
G000433295 3
G000154425 3
G900115365 3
G000434115 3
G000518685 3
G000687695 3
G000438095 3
G001916135 3
G000433155 3
G001916165 3
G000235445 3
G000160135 3
G900113415 3
G000711825 3
G900112885 3
G000435795 3
G000431995 3
G000435815 3
G000153885 3
G000432395 3
G000434155 3
G000155855 3
G000424105 3
G000621405 3
G900096945 3
G000270205 3
G001485185 3
G000013285 3
G000466585 3
G001189495 3
G000452245 3
G001950115 3
G000246925 3
G900119705 3
G000308275 3
G900120365 3
G000191725 3
G000620945 3
G000437015 3
G000436835 3
G001486665 3
G900103835 3
G000687975 3
G900110635 3
G900143645 3
G000702945 3
G001916225 3
G000433735 3
G000185385 3
G000160635 3
G000238055 3
G000424445 3
G000189595 3
G001915735 3
G000156015 3
G000146185 3
G900100245 3
G000270305 3
G000252765 3
G000401215 3
G001263795 3
G900086585 3
G000499525 3
G000686145 3
G900129815 3
G000311865 3
G000952975 3
G900129925 3
G000468535 3
G001286805 3
G000311985 3
G000024105 3
G000159095 3
G000765235 3
G000433415 3
G001604005 3
G000431535 3
G000433975 3
G001513045 3
G000432435 3
G000431775 3
G000435275 3
G000157955 3
G000820765 3
G900095865 3
G000158655 3
G000296385 3
G000209465 3
G900107835 3
G000701645 3
G000435655 3
G000159055 3
G000235505 3
G000158075 3
G000436535 3
G000436475 3
G000746015 3
G000702125 3
G000622025 3
G000701625 3
G000687675 3
G000469345 3
G001941025 3
G000252785 3
G000320405 3
G001405015 3
G000424025 3
G000020165 3
G000014125 3
G000008765 3
G001270375 3
G000686725 3
G000765165 3
G000687955 3
G000311825 3
G000321025 3
G000183565 3
G000312025 3
G001244495 3
G000177015 3
G000431575 3
G000283575 3
G000307265 3
G001916835 3
G000403435 3
G000434055 3
G000434915 3
G000431855 3
G000431955 3
G000154345 3
G000162015 3
G001916495 3
G900104675 3
G001916415 3
G000160095 3
G000621425 3
G000421045 3
G000403215 3
G000403335 3
G000702685 3
G000702085 3
G000431495 3
G000364225 3
G000160115 3
G000797495 3
G000173815 3
G000411355 3
G000284435 3
G000225365 3
G000371465 3
G001458595 3
G000204565 3
G000246895 3
G000007625 3
G000619945 3
G001243045 3
G000063585 3
G900115385 3
G900116785 3
G000510425 3
G000688015 3
G000953275 3
G000009205 3
G001244995 3
G001454945 3
G001688625 3
G000169255 3
G001916695 3
G000435555 3
G000435335 3
G000435395 3
G900048895 3
G000383295 3
G000435455 3
G000436675 3
G000432175 3
G001941055 3
G000687555 3
G000155435 3
G000435355 3
G000434955 3
G000403845 3
G000174195 3
G000687515 3
G900106615 3
G000621865 3
G900107545 3
G000425525 3
G000209385 3
G900142165 3
G000498355 3
G000789395 3
G001456065 3
G000175395 3
G000219255 3
G000807255 3
G000389635 3
G001038625 3
G001642655 3
G000437975 3
G000752215 3
G900110045 3
G001940995 3
G001603945 3
G001941135 3
G000712055 3
G000732605 3
G000144625 3
G900115855 3
G000233455 3
G000371705 3
G000431175 3
G000436455 3
G000403495 3
G000431875 3
G000424545 3
G000403255 3
G000403315 3
G000156535 3
G000225345 3
G000701545 3
G000702145 3
G000702525 3
G000703005 3
G900104335 3
G000702845 3
G000183525 3
G001915695 3
G000431655 3
G000156035 3
G000765215 3
G000473995 3
G001623875 3
G900129955 3
G000484505 3
G000016505 3
G000436775 3
G001917065 3
G001305115 3
G001261775 3
G900104615 3
G000686125 3
G000438215 3
G000403275 3
G000732725 3
G000466465 3
G000424425 3
G000424585 3
G000702265 3
G000020605 3
G900109715 3
G900115355 3
G000209815 3
G900141825 3
G001406335 3
G000438275 3
G900129135 3
G000526735 3
G001280875 3
G001049915 3
G900086725 3
G000833105 3
G000340885 3
G000154565 3
G000403395 3
G000179635 3
G000438435 3
G900113155 3
G900113595 3
G001717135 3
G900116875 3
G001405615 3
G001916895 3
G000156675 3
G000373885 3
G000431095 3
G000157975 3
G000702025 3
G000403295 3
G001311035 3
G001404335 3
G001028025 3
G001487105 3
G001916295 3
G000155875 3
G000433215 3
G000156515 3
G000621805 3
G000434255 3
G000210095 3
G000437255 3
G900108895 3
G900100685 3
G000424165 3
G000424265 3
G000621565 3
G000424525 3
G000421405 3
G000431355 3
G000155205 3
G000169235 3
G000403475 3
G001917015 3
G000723465 3
G000433635 3
G900119535 3
G000701945 3
G000174895 3
G000424145 3
G000423925 3
G900101605 3
G900115735 3
G000420825 3
G000622085 3
G000153925 3
G000432115 3
G000154065 3
G001916345 3
G000154505 3
G000403455 3
G000468015 3
G000437175 3
G000518765 3
G000703165 3
G000424385 3
G900104155 3
G900116865 3
G001404455 3
G000466565 3
G000436615 3
G000247525 3
G001603985 3
G900109475 3
G000686065 3
G000621605 3
G000420845 3
G900112195 3
G000436995 3
G000153905 3
G000424485 3
G000420905 3
G000424465 3
G000686965 3
G900102515 3
G000420945 3
G000621465 3
G000145035 3
G001787865 4
G001917855 4
G001304495 4
G000092425 4
G000183745 4
G000195335 4
G000745915 4
G001805475 4
G001766895 4
G001767615 4
G000397765 4
G000494245 4
G001302805 4
G001918235 4
G000092125 4
G000771745 4
G001767735 4
G001767595 4
G001767755 4
G001768645 4
G001767575 4
G001950395 4
G001768085 4
G001918845 4
G000309885 4
G000317835 4
G000519345 4
G000190555 4
G002011575 4
G000384495 4
G001920725 4
G001919305 4
G000373205 4
G000430045 4
G000423425 4
G002010555 4
G002011565 4
G000014185 4
G900108055 4
G000724625 4
G001898035 4
G000404425 4
G001898225 4
G000281175 4
G001748285 4
G000702505 4
G001918255 4
G001643585 4
G001303625 4
G000376665 4
G000620065 4
G001399775 4
G001880325 4
G000381345 4
G000745175 4
G000296445 4
G900143685 4
G000661895 4
G001029505 4
G000969705 4
G001457855 4
G000025005 4
G000526415 4
G001796885 4
G001796635 4
G002010545 4
G002011655 4
G001303105 4
G001919845 4
G000372165 4
G000383835 4
G001796605 4
G000091545 4
G000421625 4
G000376265 4
G000252445 4
G001644565 4
G000162875 4
G000023885 4
G000195315 4
G000025265 4
G001311945 4
G001023575 4
G001457975 4
G001306135 4
G000018565 4
G001399705 4
G000152145 4
G001919995 4
G000745065 4
G000008565 4
G000478785 4
G000434775 4
G001552935 4
G000814825 4
G000321165 4
G000311845 4
G000225705 4
G000156215 4
G000821265 4
G001552785 4
G000423665 4
G000425945 4
G000688095 4
G000424625 4
G000240225 4
G000428345 4
G000427095 4
G001458035 4
G000744775 4
G000021685 4
G000024985 4
G000297255 4
G000016665 4
G000017805 4
G000021945 4
G001914715 4
G001796575 4
G001304345 4
G000744885 4
G000430865 4
G000020685 4
G000435475 4
G001486445 4
G000023845 4
G001643775 4
G900110565 4
G000478885 4
G000236865 4
G001404695 4
G000483125 4
G000468855 4
G000519325 4
G000420025 4
G001443565 4
G000949295 4
G900128965 4
G000817105 4
G001795045 4
G001796965 4
G001802405 4
G001915055 4
G001920235 4
G002011475 4
G000187005 4
G000423905 4
G000800395 4
G001413985 4
G000436075 4
G001915265 4
G000403355 4
G000422625 4
G000270285 4
G000024265 4
G000434535 4
G000752675 4
G001494635 4
G000023265 4
G000455525 4
G001510385 4
G001510335 4
G000177615 4
G000516515 4
G000735195 4
G000022185 4
G000018865 4
G001795115 4
G001797105 4
G001796595 4
G000701405 4
G000701425 4
G001507665 4
G001007995 4
G000169035 4
G001405375 4
G000364325 4
G000468815 4
G900105895 4
G001437015 4
G000024225 4
G000411555 4
G000179715 4
G000949255 4
G000745905 4
G000817095 4
G000348785 4
G000350145 4
G001437825 4
G000372185 4
G000384535 4
G001439355 4
G000485495 4
G001795165 4
G001795125 4
G001795335 4
G001796835 4
G001797095 4
G001796915 4
G001872165 4
G001508595 4
G001796685 4
G001795035 4
G001872925 4
G001796725 4
G000758945 4
G001813205 4
G001562845 4
G000817115 4
G000817085 4
G001439005 4
G001438985 4
G000378885 4
G000438965 4
G001439035 4
G000166135 4
G000235425 4
G000585375 4
G000024365 4
G000426645 4
G001796845 4
G001795285 4
G001794965 4
G001796785 4
G001567105 4
G001871895 4
G001508475 4
G001603765 4
G001192795 4
G000406905 4
G001603795 4
G001873005 4
G001795275 4
G001794985 4
G001796805 4
G001796655 4
G000564995 4
G000565075 4
G001438885 4
G000174015 4
G001049775 4
G000233535 4
G900155635 4
G001457795 4
G000468755 4
G900108495 4
G900111255 4
G000524335 4
G000372025 4
G000372265 4
G001438925 4
G001437635 4
G001437695 4
G001439085 4
G000058485 4
G000013345 4
G000373365 4
G000421445 4
G900129455 4
G001797075 4
G001796475 4
G001795085 4
G001797045 4
G001796335 4
G001796365 4
G001797165 4
G001797155 4
G000464595 4
G001796515 4
G001795315 4
G001796445 4
G001466665 4
G001953175 4
G001005265 4
G000143165 4
G000178335 4
G000159235 4
G000143845 4
G001437585 4
G001437665 4
G001437755 4
G000378865 4
G000378925 4
G000754505 4
G000374165 4
G001854655 4
G000024545 4
G000720965 4
G000379625 4
G001603775 4
G001303565 4
G001455825 4
G000025025 4
G000011905 4
G001678035 4
G000016705 4
G001438315 4
G001439025 4
G000383815 4
G001424485 4
G001424455 4
G000306785 4
G000761485 4
G000701365 4
G000025345 4
G000527155 4
G000379825 4
G000718005 4
G000349585 4
G000092825 4
G000185725 4
G001306095 4
G001050275 4
G001899005 4
G001306115 4
G001050255 4
G002010445 4
G002011495 4
G001796765 4
G001010485 4
G001459095 4
G000009025 4
G001439225 4
G001437855 4
G001438395 4
G001437905 4
G000294575 4
G000378905 4
G000620185 4
G000702465 4
G000582785 4
G000284015 4
G000719515 4
G000716715 4
G000429025 4
G000620785 4
G900129375 4
G000720955 4
G001630765 4
G000226215 4
G001281505 4
G001293125 4
G000199675 4
G001795205 4
G000499365 4
G001889305 4
G000830905 4
G001761445 4
G001547795 4
G000427885 4
G000482705 4
G000423625 4
G000196675 4
G000717175 4
G000062885 4
G000763095 4
G000379465 4
G000372445 4
G001632805 4
G000069185 4
G000214175 4
G001050235 4
G001796865 4
G001678055 4
G000830885 4
G001515295 4
G000341655 4
G001460955 4
G000341695 4
G000025585 4
G000428945 4
G000379685 4
G001420995 4
G001902615 4
G000194155 4
G000497205 4
G000384035 4
G000371785 4
G001302585 4
G000715825 4
G000427865 4
G000023145 4
G000092225 4
G000312385 4
G000524475 4
G001306145 4
G001796555 4
G002007825 4
G002007905 4
G000741845 4
G001610775 4
G002021775 4
G000717135 4
G001921215 4
G000427905 4
G000427825 4
G001274895 4
G000411375 4
G000156595 4
G001494595 4
G000380485 4
G001552615 4
G001796355 4
G001796755 4
G002007845 4
G002007865 4
G000297395 4
G900104505 4
G000568255 4
G000525635 4
G000739085 4
G900115565 4
G000758965 4
G000183325 4
G000372385 4
G000214155 4
G000240505 4
G000972925 4
G000759695 4
G000230935 4
G000964005 4
G000241265 4
G000241305 4
G001050215 4
G001306055 4
G001796525 4
G001796495 4
G000145235 4
G000876225 4
G000204155 4
G900109115 4
G000016425 4
G000018265 4
G000494755 4
G000379645 4
G000564855 4
G000023245 4
G000715895 4
G000384315 4
G000719975 4
G001552415 4
G001056295 4
G001054945 4
G000069945 4
G000177535 4
G000626675 4
G001021025 4
G000970885 4
G001881585 4
G000257745 4
G001021385 4
G000559085 4
G000015005 4
G000234585 4
G000015405 4
G001598915 4
G000383535 4
G000333015 4
G000334455 4
G000380645 4
G000389965 4
G001884705 4
G000237145 4
G000374445 4
G000482865 4
G000328705 4
G001701025 4
G000732925 4
G000244955 4
G000525655 4
G000006605 4
G000213935 4
G000418365 4
G000590555 4
G000011305 4
G000175375 4
G001020985 4
G001021505 4
G001673105 4
G001584765 4
G000340435 4
G001426545 4
G000620625 4
G001291445 4
G000344135 4
G001426185 4
G000389715 4
G001552855 4
G000962825 4
G000716755 4
G000716595 4
G000974445 4
G000719115 4
G000196835 4
G000383915 4
G000428805 4
G000318135 4
G001277995 4
G000980835 4
G000550805 4
G000526915 4
G000689255 4
G000164135 4
G001021495 4
G000007865 4
G000195855 4
G000975265 4
G001417955 4
G000613245 4
G000195835 4
G000613185 4
G001307545 4
G000612825 4
G000373905 4
G000328565 4
G000230895 4
G000379865 4
G000266905 4
G000423025 4
G001485495 4
G000298195 4
G000760735 4
G001620305 4
G000284295 4
G000785985 4
G000383795 4
G000231035 4
G000527075 4
G000344785 4
G000420585 4
G000379705 4
G001044175 4
G000296405 4
G000341345 4
G000277125 4
G000222105 4
G000723425 4
G000157895 4
G001428895 4
G000317305 4
G000805385 4
G000455325 4
G001005175 4
G001044245 4
G001044235 4
G000015305 4
G001655245 4
G001049355 4
G000333035 4
G000192435 4
G000248055 4
G000332975 4
G000024785 4
G000982715 4
G000023865 4
G000732945 4
G000375365 4
G001021045 4
G001876195 4
G001457455 4
G001583415 4
G000184435 4
G000455165 4
G001698225 4
G001312925 4
G000511305 4
G000014565 4
G000454045 4
G000341795 4
G000308635 4
G000381925 4
G000284035 4
G000231055 4
G000835165 4
G000819445 4
G000466825 4
G000420605 4
G000442645 4
G001876255 4
G001876085 4
G001922265 4
G001969175 4
G001866985 4
G000265545 4
G001889145 4
G001047215 4
G001499855 4
G001499915 4
G000344155 4
G000332995 4
G000196695 4
G000738775 4
G001865855 4
G000308655 4
G000308615 4
G000308795 4
G000258175 4
G000477935 4
G001665955 4
G000767055 4
G001021065 4
G000379425 4
G000373805 4
G001876175 4
G001867045 4
G000720425 4
G000308515 4
G000308675 4
G000308495 4
G001886715 4
G000308355 4
G000308595 4
G001182745 4
G000243395 4
G000244975 4
G001941345 4
G000550785 4
G000980815 4
G000759055 4
G000143825 4
G001876005 4
G001875845 4
G001876055 4
G001875905 4
G000259155 4
G001867005 4
G001481755 4
G001653295 4
G000308875 4
G000526215 4
G000523235 4
G001310275 4
G000308695 4
G000308835 4
G000159635 4
G000739455 4
G001876035 4
G001875875 4
G001876115 4
G001876095 4
G001613505 4
G000308855 4
G000159115 4
G001054195 4
G001586215 4
G000372085 4
G000312345 4
G001263755 4
G001456175 4
G001969485 4
G001942005 4
G000258385 4
G000308715 4
G000250675 4
G000482385 4
G000022905 4
G000577555 4
G001989595 4
G001447295 4
G001298505 4
G000241855 4
G000308755 4
G000833575 4
G000805675 4
G000747315 4
G001639025 4
G000221625 4
G001719645 4
G001653315 4
G001975165 4
G001613465 4
G001612765 4
G000144675 4
G000227175 4
G000255935 4
G000730445 4
G000730405 4
G000730365 4
G001481715 4
G000143705 4
G001663495 4
G001026945 4
G000152065 4
G001865765 4
G001017615 4
G001481675 4
G000972805 4
G002009415 4
G001433475 4
G000814865 4
G001682255 4
G000144935 4
G001724515 5
G001280565 5
G000009905 5
G900016865 5
G000183545 5
G000184705 5
G001513145 5
G900019985 5
G001544015 5
G001513395 5
G001513495 5
G000328625 5
G000144695 5
G001512435 5
G000020485 5
G900103135 5
G001513125 5
G001512825 5
G900018335 5
G000379025 5
G000517025 5
G900109985 5
G000166415 5
G900101835 5
G900111575 5
G900101375 5
G900114655 5
G900114545 5
G900155405 5
G000384135 5
G000020005 5
G001543875 5
G001742305 5
G900156285 5
G000221605 5
G000381065 5
G000174415 5
G001513245 5
G000714935 5
G000350165 5
G001508855 5
G000092405 5
G000438335 5
G900103425 5
G000194985 5
G000221545 5
G000177555 5
G900101645 5
G000374545 5
G000430605 5
G000092905 5
G001730715 5
G001723995 5
G001513155 5
G001594015 5
G000013105 5
G000428745 5
G000426745 5
G000478965 5
G001045675 5
G000230275 5
G000431295 5
G000437815 5
G900110485 5
G000423385 5
G000245775 5
G001642725 5
G000510645 5
G001513545 5
G000946815 5
G001508215 5
G000305935 5
G001512785 5
G000012865 5
G000427565 5
G001263415 5
G001515945 5
G000620305 5
G001513335 5
G001508005 5
G000802045 5
G000019165 5
G000160055 5
G000433275 5
G000435155 5
G000315505 5
G000431435 5
G000286635 5
G000165735 5
G000239275 5
G000283495 5
G000455225 5
G000188175 5
G001916865 5
G000436295 5
G000436095 5
G900115425 5
G900104455 5
G001611555 5
G000219125 5
G000445445 5
G000621545 5
G000622005 5
G900129225 5
G001884825 5
G001311905 5
G000798955 5
G000983115 5
G000746025 5
G001512665 5
G000242435 5
G000434475 5
G001553335 5
G000024945 5
G900107075 5
G000025305 5
G000271665 5
G900114615 5
G900102435 5
G000169155 5
G000208405 5
G000444055 5
G001767765 5
G001375555 5
G002005165 5
G001730235 5
G001561915 5
G000178255 5
G000702585 5
G001311885 5
G000018425 5
G001899445 5
G000190635 5
G001029295 5
G000024285 5
G001399675 5
G900113175 5
G000218765 5
G000615945 5
G001406535 5
G000411915 5
G001766415 5
G000019905 5
G001650325 5
G000414195 5
G001570625 5
G000014725 5
G000214435 5
G000024205 5
G001516055 5
G000381005 5
G001447355 5
G000702485 5
G900106775 5
G900129355 5
G900114055 5
G001543345 5
G001406595 5
G000438415 5
G000433875 5
G000433995 5
G000433015 5
G001456895 5
G900096925 5
G000215085 5
G000010565 5
G000512895 5
G001515265 5
G000231405 5
G000287655 5
G000160695 5
G000160555 5
G000702545 5
G000294675 5
G900107035 5
G000429525 5
G000472905 5
G900102685 5
G000428065 5
G900110165 5
G000430625 5
G000433255 5
G000433475 5
G001512985 5
G000753575 5
G000755705 5
G000437575 5
G000687795 5
G000518305 5
G000227355 5
G000011225 5
G000829905 5
G000016165 5
G000315365 5
G000243135 5
G000255115 5
G001029285 5
G000187125 5
G000426665 5
G000213595 5
G900156615 5
G000942395 5
G000421885 5
G001015055 5
G000374385 5
G000311785 5
G000285515 5
G000432575 5
G000433455 5
G000438295 5
G000967915 5
G001029265 5
G000565195 5
G000483165 5
G000565215 5
G001604505 5
G000437235 5
G000437395 5
G000434395 5
G001545095 5
G000233715 5
G000376385 5
G000243155 5
G000224515 5
G001516045 5
G000155955 5
G000469545 5
G900107305 5
G900119485 5
G000763315 5
G001439585 5
G001645205 5
G001457415 5
G000455485 5
G900114475 5
G000374845 5
G000434835 5
G000436255 5
G001512455 5
G001512995 5
G001940985 5
G001604495 5
G000400955 5
G000400935 5
G000820525 5
G000518285 5
G000526855 5
G000752095 5
G000270085 5
G000373785 5
G900113335 5
G000430885 5
G000379505 5
G000960765 5
G000961805 5
G000244895 5
G900116485 5
G000686945 5
G001187615 5
G000466385 5
G000219535 5
G001696705 5
G000503775 5
G000739915 5
G000829455 5
G000380965 5
G000829465 5
G000515335 5
G000378425 5
G000429825 5
G000227705 5
G000598065 5
G000425125 5
G000422445 5
G001274875 5
G000236085 5
G001262715 5
G001267155 5
G000154485 5
G001244545 5
G000269565 5
G001800835 5
G001800865 5
G900104665 5
G000429345 5
G000686645 5
G001509075 5
G001468785 5
G000021925 5
G000235605 5
G000231385 5
G000702005 5
G900100835 5
G900107615 5
G000753855 5
G001606065 5
G000454065 5
G000948185 5
G000612185 5
G000153605 5
G000511405 5
G000620565 5
G000378385 5
G000422505 5
G000315235 5
G000245555 5
G000283315 5
G000687735 5
G000968055 5
G000428705 5
G000687835 5
G001281045 5
G000439435 5
G000500935 5
G000565175 5
G000154805 5
G000686665 5
G000173795 5
G000437715 5
G000327285 5
G000177375 5
G000313565 5
G001305055 5
G900155395 5
G000740855 5
G000284095 5
G900104055 5
G001294525 5
G900100065 5
G000738785 5
G000353565 5
G900114075 5
G001420695 5
G001187725 5
G900103825 5
G900100345 5
G000612225 5
G000250655 5
G000961095 5
G900106745 5
G000293805 5
G000686865 5
G001403875 5
G000381905 5
G000585395 5
G000378145 5
G000702765 5
G001830035 5
G001829915 5
G000702065 5
G000340375 5
G000157995 5
G900120005 5
G000701725 5
G000434355 5
G000740865 5
G000681355 5
G001282905 5
G000878885 5
G001274715 5
G000612125 5
G000422905 5
G001426375 5
G900101595 5
G900119055 5
G000422485 5
G001188365 5
G000179615 5
G000455265 5
G900102215 5
G000746875 5
G000953195 5
G000526235 5
G000026205 5
G001829995 5
G001830165 5
G000622125 5
G000425005 5
G000186945 5
G000156655 5
G001945605 5
G000403415 5
G000437615 5
G000154285 5
G001282925 5
G000878905 5
G000403375 5
G000374825 5
G000069925 5
G000970395 5
G000009845 5
G000364425 5
G001829935 5
G001830975 5
G000621925 5
G900108995 5
G000702165 5
G900112735 5
G900114425 5
G000420345 5
G000384195 5
G001945525 5
G001945535 5
G001564455 5
G000163515 5
G000242955 5
G000371425 5
G001012775 5
G001280845 5
G000422465 5
G000971975 5
G900102965 5
G000758685 5
G000949425 5
G001373415 5
G900116105 5
G000732325 5
G900102085 5
G000377505 5
G000426545 5
G000520815 5
G000012225 5
G000495255 5
G000309465 5
G000309485 5
G001830895 5
G001829955 5
G001830045 5
G900103115 5
G900109215 5
G000210615 5
G001688965 5
G001423865 5
G001039275 5
G000282075 5
G000010165 5
G000513275 5
G000023585 5
G000758725 5
G001012825 5
G900110315 5
G000787385 5
G000576305 5
G000230915 5
G001908275 5
G001830945 5
G000434715 5
G000469305 5
G000296715 5
G001748185 5
G000346255 5
G001184755 5
G000520635 5
G000756615 5
G001632305 5
G001514495 5
G000520755 5
G000242195 5
G000435955 5
G000183585 5
G001275645 5
G001277345 5
G900143165 5
G900107875 5
G001705305 5
G000164985 5
G000520795 5
G001277855 5
G001830065 5
G001830095 5
G001829965 5
G001406695 5
G900114575 5
G000245715 5
G000236805 5
G000520775 5
G001830865 5
G001830905 5
G000686825 5
G900116035 5
G000341755 6
G001437985 6
G001513285 6
G001872995 6
G001874165 6
G900116425 6
G001437955 6
G001439105 6
G000236705 6
G001769115 6
G001769275 6
G001443605 6
G001603565 6
G001603415 6
G001421095 6
G000621625 6
G001661595 6
G001899145 6
G000736515 6
G001769455 6
G001543385 6
G001769295 6
G000194605 6
G001438015 6
G000709555 6
G000220525 6
G001543405 6
G001543395 6
G000798815 6
G900096565 6
G001310955 6
G001802265 6
G001801015 6
G001438305 6
G001438175 6
G000265465 6
G001418685 6
G001439205 6
G000173095 6
G001509275 6
G001603695 6
G001603685 6
G001192835 6
G000621705 6
G000768855 6
G000163695 6
G001603405 6
G000022605 6
G000262715 6
G000189415 6
G000509405 6
G001439315 6
G001769615 6
G001769535 6
G000473305 6
G000723505 6
G000427365 6
G000321205 6
G001660705 6
G000183135 6
G000334405 6
G000093165 6
G000236405 6
G000233435 6
G900115015 6
G000374405 6
G000252855 6
G000495935 6
G001027945 6
G000192225 6
G001304505 6
G001769625 6
G001769225 6
G001768155 6
G001768565 6
G001768405 6
G001768235 6
G001603425 6
G001602885 6
G000432655 6
G001487125 6
G900091675 6
G000435735 6
G001659685 6
G000517065 6
G000974365 6
G000259075 6
G001270965 6
G001603385 6
G000769115 6
G000238215 6
G000010645 6
G000382425 6
G900142565 6
G001483385 6
G000430545 6
G000153225 6
G000766805 6
G001761365 6
G001280865 6
G000174755 6
G000220625 6
G900114085 6
G001304045 6
G001303955 6
G001769635 6
G001769315 6
G001768485 6
G001769435 6
G001769045 6
G001769725 6
G000432515 6
G000435075 6
G000431015 6
G000433355 6
G001603555 6
G001915415 6
G000832075 6
G000832085 6
G000519105 6
G001915615 6
G001915655 6
G000190535 6
G900091655 6
G000433935 6
G000432935 6
G000243215 6
G000517085 6
G000583675 6
G000220155 6
G900129025 6
G900141875 6
G000949475 6
G001768245 6
G001898935 6
G001724935 6
G000614355 6
G000212375 6
G001704385 6
G000296465 6
G000512915 6
G001403595 6
G000803105 6
G001701295 6
G000437495 6
G000212915 6
G000375405 6
G900141665 6
G000301075 6
G001747495 6
G000466425 6
G000379185 6
G000827695 6
G001553545 6
G900115315 6
G000213295 6
G001874325 6
G001768195 6
G001768305 6
G001769695 6
G001769505 6
G001768285 6
G001768355 6
G001769775 6
G001768435 6
G000786575 6
G900104605 6
G000311925 6
G000250735 6
G000191885 6
G900111425 6
G000626635 6
G001768205 6
G000375645 6
G000614585 6
G000174815 6
G000768955 6
G000010505 6
G000379945 6
G000012845 6
G001897035 6
G900095795 6
G001689645 6
G001689415 6
G001701115 6
G000312445 6
G000428125 6
G000436895 6
G000205165 6
G900102385 6
G000318095 6
G000293175 6
G000173675 6
G001549985 6
G000246945 6
G000769915 6
G000425465 6
G900116665 6
G000260835 6
G900119185 6
G000173115 6
G001005305 6
G000733475 6
G000755305 6
G000154465 6
G001769245 6
G001768535 6
G000379925 6
G000769075 6
G001689425 6
G000702225 6
G000702285 6
G001045435 6
G900106575 6
G000411115 6
G000023285 6
G000243275 6
G000297875 6
G000240075 6
G000455605 6
G001438245 6
G000190595 6
G001005315 6
G000154725 6
G000265365 6
G000372405 6
G000435035 6
G001553215 6
G000565015 6
G000428565 6
G000969835 6
G000307375 6
G000433955 6
G001261715 6
G000426485 6
G000213575 6
G001896655 6
G001768395 6
G001941205 6
G001689655 6
G000613805 6
G900128475 6
G000159995 6
G000234115 6
G000437675 6
G900107705 6
G900115435 6
G000585355 6
G000146675 6
G000426465 6
G000271925 6
G000318255 6
G000833025 6
G900111065 6
G000633375 6
G900115875 6
G001278115 6
G000430025 6
G000422685 6
G001423985 6
G001899155 6
G000260115 6
G000300875 6
G900116365 6
G000511935 6
G001438225 6
G001439215 6
G000024125 6
G900115205 6
G001306415 6
G001280435 6
G000348685 6
G000831385 6
G001413925 6
G000332115 6
G000746845 6
G900102055 6
G000429125 6
G000265385 6
G000255455 6
